Dataset Mode,Feature,Type,Missing Count,Mean,Std,Min,25%,Median,75%,Max
gdsc_metadata_plus_expression,CXCL2,continuous,0,5.74069,2.4230573,3.2422283,3.6959235668182373,4.54025411605835,7.706705093383789,12.513941
gdsc_metadata_plus_expression,ASS1,continuous,0,8.815957,2.421997,4.1366177,6.507261753082275,9.29952621459961,10.836526870727539,13.410041
gdsc_metadata_plus_expression,RNF182,continuous,0,4.8254623,2.391574,2.4886153,2.854292154312134,3.388453960418701,7.048292636871338,11.081611
gdsc_metadata_plus_expression,IGF2BP2,continuous,0,7.45527,2.4012856,2.4823377,6.444383144378662,8.35269546508789,9.242499351501465,11.129937
gdsc_metadata_plus_expression,ACTA2,continuous,0,6.062054,2.410617,2.8565817,3.893045425415039,5.6811041831970215,7.72459602355957,13.124084
gdsc_metadata_plus_expression,SERPINB1,continuous,0,8.211867,2.4290566,2.7994683,6.878665924072266,8.83674144744873,10.064417839050293,12.88218
gdsc_metadata_plus_expression,DUSP4,continuous,0,7.2922745,2.4168663,3.1384468,5.0014824867248535,7.433311462402344,9.309178352355957,12.360207
gdsc_metadata_plus_expression,PTN,continuous,0,4.6307764,2.3868434,2.7368784,3.1480557918548584,3.3544585704803467,5.410001754760742,12.235873
gdsc_metadata_plus_expression,BAMBI,continuous,0,7.170016,2.4253204,3.220894,5.0644989013671875,7.248518943786621,9.053590774536133,12.842066
gdsc_metadata_plus_expression,ERRFI1,continuous,0,8.48392,2.435279,2.6266348,7.00371789932251,8.994842529296875,10.362175941467285,12.734439
gdsc_metadata_plus_expression,LUM,continuous,0,4.032004,2.3795614,2.454003,2.752960205078125,2.8670783042907715,3.5781917572021484,12.053387
gdsc_metadata_plus_expression,MMP1,continuous,0,4.3918285,2.4466476,2.7078998,3.0283727645874023,3.16817569732666,4.379515647888184,13.079793
gdsc_metadata_plus_expression,CPVL,continuous,0,5.283674,2.4004328,2.4653666,3.0705678462982178,4.537555694580078,7.320058822631836,11.707585
gdsc_metadata_plus_expression,PTGR1,continuous,0,7.243395,2.4086347,2.6782825,5.343013286590576,7.954346179962158,8.975533485412598,12.182632
gdsc_metadata_plus_expression,CD53,continuous,0,4.0358024,2.369753,2.6277807,2.919193983078003,2.9994776248931885,3.157810688018799,11.458222
gdsc_metadata_plus_expression,ITGA2,continuous,0,5.8942833,2.3907967,2.597062,3.4039628505706787,5.655817985534668,7.968356132507324,11.166861
gdsc_metadata_plus_expression,DFNA5,continuous,0,6.0896773,2.3833373,2.2736518,3.401850461959839,6.423804759979248,8.214492797851562,11.533322
gdsc_metadata_plus_expression,VEGFC,continuous,0,5.4206142,2.369527,2.560974,3.381397247314453,4.233404636383057,7.718917369842529,11.061776
gdsc_metadata_plus_expression,COL3A1,continuous,0,4.1171317,2.3549829,2.7070687,2.953118324279785,3.03912353515625,3.4577770233154297,12.262938
gdsc_metadata_plus_expression,FAT1,continuous,0,8.413701,2.3689826,2.9349399,7.44688606262207,9.173761367797852,10.074113845825195,12.254662
gdsc_metadata_plus_expression,SCG5,continuous,0,4.8675804,2.3557851,2.656143,3.2136571407318115,3.650947093963623,6.022852897644043,12.301605
gdsc_metadata_plus_expression,CDH2,continuous,0,5.5111423,2.3674543,2.8395646,3.2567529678344727,4.76953649520874,7.761855125427246,10.566818
gdsc_metadata_plus_expression,TUBA1A,continuous,0,9.204559,2.3831697,2.9118254,7.96474552154541,9.782163619995117,10.868757247924805,13.28497
gdsc_metadata_plus_expression,TWIST1,continuous,0,5.657379,2.3768137,2.452634,3.5856878757476807,4.797183990478516,7.811398506164551,11.86384
gdsc_metadata_plus_expression,PNMAL1,continuous,0,4.63879,2.3466203,2.479494,2.919909715652466,3.108314275741577,6.884584903717041,10.357973
gdsc_metadata_plus_expression,PLIN2,continuous,0,6.622016,2.358942,2.8782988,3.946058988571167,7.086153030395508,8.458734512329102,12.5414295
gdsc_metadata_plus_expression,CXCL1,continuous,0,5.0365186,2.3549037,2.938262,3.4139883518218994,3.678926706314087,6.295477390289307,12.742998
gdsc_metadata_plus_expression,ITM2A,continuous,0,3.673444,2.3202782,2.4178748,2.6273322105407715,2.722438335418701,2.932939052581787,12.696717
gdsc_metadata_plus_expression,TFF3,continuous,0,4.0454206,2.2996743,2.6014075,2.94172739982605,3.087698221206665,3.443500280380249,12.279365
gdsc_metadata_plus_expression,POU2AF1,continuous,0,3.9843564,2.3577538,2.7032192,2.955080509185791,3.0657389163970947,3.2691774368286133,11.79344
gdsc_metadata_plus_expression,CST6,continuous,0,4.8967695,2.3603532,3.0617893,3.6185264587402344,3.813828229904175,4.52650260925293,12.86802
gdsc_metadata_plus_expression,GSTP1,continuous,0,10.85645,2.3763626,2.968056,10.927830696105957,11.646583557128906,12.134243965148926,13.663094
gdsc_metadata_plus_expression,IL1B,continuous,0,4.570116,2.320889,2.7694414,3.1736233234405518,3.4018168449401855,4.7855424880981445,12.5301285
gdsc_metadata_plus_expression,TNFSF10,continuous,0,5.1561337,2.3347416,2.5108805,3.0717954635620117,4.378793239593506,6.8150410652160645,11.727951
gdsc_metadata_plus_expression,SDC2,continuous,0,5.477748,2.3453293,2.9518251,3.4671993255615234,4.147927761077881,7.713656902313232,11.490001
gdsc_metadata_plus_expression,ELAVL2,continuous,0,4.3918695,2.297958,2.4980662,2.8310978412628174,3.0290064811706543,5.867849349975586,11.757151
gdsc_metadata_plus_expression,HOXB2,continuous,0,5.368374,2.3431668,2.602399,3.267094612121582,4.167671203613281,7.611240863800049,11.570817
gdsc_metadata_plus_expression,CMBL,continuous,0,7.123985,2.3492422,2.6267242,4.496394634246826,7.758863925933838,9.000924110412598,11.848308
gdsc_metadata_plus_expression,TNC,continuous,0,5.0381603,2.3138921,2.801579,3.1823062896728516,3.677034616470337,6.729433059692383,11.208925
gdsc_metadata_plus_expression,SGK1,continuous,0,6.5259614,2.3115008,3.00781,4.398906230926514,6.43403959274292,8.220630645751953,12.148778
gdsc_metadata_plus_expression,NRN1,continuous,0,5.2490225,2.328811,2.8310418,3.3967947959899902,3.8776586055755615,7.2425456047058105,12.059103
gdsc_metadata_plus_expression,LAMA3,continuous,0,5.1346245,2.3238683,2.6381006,3.116959571838379,4.013164520263672,7.111281394958496,11.687986
gdsc_metadata_plus_expression,FAM127A,continuous,0,9.159957,2.3746047,2.627114,8.893390655517578,9.913544654846191,10.600493431091309,12.364574
gdsc_metadata_plus_expression,BLNK,continuous,0,4.40602,2.3196185,2.6000035,2.9757204055786133,3.1532318592071533,5.320226669311523,11.670341
gdsc_metadata_plus_expression,SORL1,continuous,0,6.688441,2.3377848,2.9113128,4.154544830322266,7.077297210693359,8.533156394958496,11.807995
gdsc_metadata_plus_expression,MYLK,continuous,0,5.762975,2.315981,3.0353074,3.6329212188720703,4.985905647277832,7.690765857696533,11.672298
gdsc_metadata_plus_expression,TNFRSF11B,continuous,0,4.410317,2.3148556,2.5274026,2.92533278465271,3.19441819190979,5.28740930557251,12.307915
